route_id,stop_point_id,stop_point_index
r10474746,n7076942287,9
r10474746,n7076942286,10
r10474746,n7082486686,11
r10474746,n7082486685,12
r10474746,n7082468484,13
r10474746,n7082468483,14
r10474746,n7082468482,15
r10474746,n7082468481,16
r10474746,n7082468480,17
r10474746,n7082468479,18
r10474746,n7082468478,19
r10474746,n7082468477,20
r10474746,n7082468476,21
r10474746,n7082468475,22
r10474746,n7082468474,23
r10474746,n7082468472,24
r10476003,n7052994964,1
r10476003,n7083105179,2
r10476003,n7083105178,3
r10476003,n6903544088,4
r10476003,n7083105177,5
r10476004,n7052994973,1
r10476004,n7083115489,2
r10476004,n7083115488,3
r10476004,n7083115487,4
r10476004,n7052162373,5
r10476004,n7083115486,6
r10476004,n7083115485,7
r10476004,n7083105184,8
r10476004,n7083105183,9
r10476004,n7083105182,10
r10476004,n7083105181,11
r10476004,n7083105180,12
r10476004,n7052994968,13
r10476004,n7052994967,14
r10476004,n7052994966,15
r10476004,n7052994964,16
r10476176,n7083153382,1
r10476176,n7083153381,2
r10476176,n7083153380,3
r10476176,n7083153379,4
r10476176,n7052162365,5
r10476176,n7083153378,6
r10476176,n7057184305,7
r10476176,n7052162362,8
r10476176,n7057184301,9
r10476176,n7083153377,10
r10476176,n7083153376,11
r10476176,n7083153375,12
r10476176,n7083153374,13
r10476176,n7057184299,14
r10476176,n7052340403,15
r10476176,n6903544089,16
r10476176,n7083153373,17
r10476176,n7083153372,18
r10476177,n7083191191,1
r10476177,n7051811088,2
r10476177,n7051811087,3
r10476177,n7083115489,4
r10476177,n7057184319,5
r10476177,n7083191190,6
r10476177,n7083191189,7
r10476177,n7052162373,8
r10476177,n7057184316,9
r10476177,n7057184315,10
r10476177,n7057184314,11
r10476177,n7083191188,12
r10476177,n7057184312,13
r10476177,n7083191187,14
r10476177,n7057184311,15
r10476177,n7083191186,16
r10476177,n7057184310,17
r10476177,n7057184309,18
r10476177,n7083191185,19
r10476177,n7052162371,20
r10476177,n7083153384,21
r10476177,n7083153383,22
r10476296,n7083218802,1
r10476296,n7083218801,2
r10476296,n7083218800,3
r10476296,n7083218799,4
r10476296,n7083218798,5
r10476296,n7083218797,6
r10476296,n7083218796,7
r10476296,n7083218795,8
r10476296,n7083218794,9
r10476296,n7083218793,10
r10476296,n7083218792,11
r10476296,n7083218791,12
r10476296,n7083218790,13
r10476296,n7083218789,14
r10476296,n7083218788,15
r10476297,n7083218817,1
r10476297,n7055596719,2
r10476297,n7083218815,3
r10476297,n7083218814,4
r10476297,n7083218813,5
r10476297,n7083218812,6
r10476297,n7083218811,7
r10476297,n7083218810,8
r10476297,n7055596716,9
r10476297,n7055596715,10
r10476297,n7055596714,11
r10476297,n7083218809,12
r10476297,n7083218808,13
r10476297,n7083218807,14
r10476297,n7083218806,15
r10476297,n7083218805,16
r10480215,n7055596706,1
r10480215,n7084919710,2
r10480215,n7084919709,3
r10480215,n7083218800,4
r10480215,n7083218799,5
r10480215,n7084919708,6
r10480215,n7083218796,7
r10480215,n7083218793,8
r10480215,n7083218792,9
r10480215,n7083218790,10
r10480215,n7084919707,11
r10480216,n7084919715,1
r10480216,n7055596719,2
r10480216,n7084919714,3
r10480216,n7055596718,4
r10480216,n7083218814,5
r10480216,n7055596717,6
r10480216,n7083218811,7
r10480216,n7083218810,8
r10480216,n7055596716,9
r10480216,n7055596715,10
r10480216,n7084919713,11
r10480216,n7055596714,12
r10480216,n7083218809,13
r10480216,n7084919712,14
r10480216,n7055596712,15
r10480216,n7055596711,16
r10480216,n7052366512,17
r10480216,n7052366511,18
r10480216,n7084919711,19
r10480216,n7055596709,20
r10480216,n7055596707,21
r10480358,n7076942292,1
r10480358,n7054787062,2
r10480358,n7056274250,3
r10480358,n7055147058,4
r10480358,n7054917915,5
r10480358,n7054787058,6
r10480358,n7054787057,7
r10480358,n7084943056,8
r10480358,n7084943055,9
r10480358,n7084943054,10
r10480358,n7078451672,11
r10480358,n7084943053,12
r10480358,n7078451670,13
r10480358,n7084943052,14
r10480358,n7084943051,15
r10480358,n7084943050,16
r10480358,n7084943049,17
r10480358,n7084943048,18
r10480358,n7084943047,19
r10480358,n7084943045,20
r10480359,n7084943045,1
r10480359,n7084943044,2
r10480359,n7084943043,3
r10480359,n7084943042,4
r10480359,n7084943041,5
r10480359,n7054787079,6
r10480359,n7054917924,7
r10480359,n7054787076,8
r10480359,n7054917923,9
r10480359,n7054787075,10
r10480359,n7052366501,11
r10480359,n7083153372,12
r10480444,n7055717196,1
r10480444,n7055717195,2
r10480444,n7082468471,3
r10480444,n7055717194,4
r10480444,n7085152208,5
r10480444,n6909812233,6
r10480444,n7082468468,7
r10480444,n7085152207,8
r10480444,n7085152206,9
r10480444,n7082468466,10
r10480444,n7082468465,11
r10480444,n7085152205,12
r10480444,n7055717191,13
r10480444,n7076873476,14
r10480444,n7055717190,15
r10480444,n7055717189,16
r10480444,n7055717188,17
r10480444,n7055717187,18
r10480444,n7076873474,19
r10480444,n7079601693,20
r10480444,n7079601692,21
r10480444,n7082468461,22
r10480444,n7079601691,23
r10480444,n7055147054,24
r10480444,n7079601690,25
r10480444,n7052366503,26
r10480444,n7052366502,27
r10480444,n7052366501,28
r10480444,n7076942292,29
r10480445,n7076942292,1
r10480445,n7076942291,2
r10480445,n7082486689,3
r10480445,n7082486690,4
r10480445,n7076942289,5
r10480445,n7076942288,6
r10480445,n7076942286,7
r10480445,n7082486686,8
r10480445,n7085152210,9
r10480445,n7076942285,10
r10480445,n7082486685,11
r10480445,n7082468482,12
r10480445,n7082468481,13
r10480445,n7082468478,14
r10480445,n7082468476,15
r10480445,n7082468474,16
r10480445,n7082468472,17
r10480445,n7085152209,18
r10480445,n6909707224,19
r10480445,n7055696176,20
r10480459,n7076835395,1
r10480459,n7057928797,2
r10480459,n7054917917,3
r10480459,n7054917916,4
r10480459,n7054787049,5
r10480459,n7054787060,6
r10480459,n7055147058,7
r10480459,n7054917915,8
r10480459,n7054787058,9
r10480459,n7078451670,10
r10480459,n7078451669,11
r10480459,n6909707224,12
r10480459,n7055696176,13
r10480460,n7055717196,1
r10480460,n7078451681,2
r10480460,n7078451680,3
r10480460,n7056730281,4
r10480460,n7056730280,5
r10480460,n7054917924,6
r10480460,n7054917923,7
r10480460,n7054917922,8
r10480460,n7054787075,9
r10480460,n6909923471,10
r10480460,n7055147054,11
r10480460,n7079601690,12
r10480460,n7054787072,13
r10480460,n7077860797,14
r10480571,n7085040038,1
r10480571,n7085040036,2
r10480571,n7085040035,3
r10480571,n7085040034,4
r10480571,n7085040033,5
r10480571,n7085040032,6
r10480571,n7085040031,7
r10480571,n7085040030,8
r10480571,n7085040029,9
r10480571,n7085040028,10
r10480571,n7085040027,11
r10480572,n7085040049,1
r10480572,n7085040048,2
r10480572,n7085040047,3
r10480572,n7085040046,4
r10480572,n7085040045,5
r10480572,n7085040044,6
r10480572,n7085040043,7
r10480572,n7085040042,8
r10480572,n7085040041,9
r10480572,n7085040040,10
r10480572,n7085040037,11
r10480572,n7085040038,12
r10521451,n7098748077,1
r10521451,n7052162369,2
r10521451,n7052162366,3
r10521451,n7098748076,4
r10521451,n7057184306,5
r10521451,n7052162364,6
r10521451,n7098748075,7
r10521451,n7057184303,8
r10521451,n7057184302,9
r10521451,n7098748074,10
r10521451,n7057184301,11
r10521451,n7083153374,12
r10521451,n7098748073,13
r10521451,n7098748072,14
r10521451,n7057184299,15
r10521451,n7051810984,16
r10521451,n7052340403,17
r10521451,n6903544089,18
r10521451,n7052340402,19
r10521451,n7098748071,20
r10521451,n7098748070,21
r10521451,n7098748069,22
r10521451,n7098748068,23
r10521451,n7098748067,24
r10521452,n7083218788,1
r10521452,n7051811088,2
r10521452,n7098748084,3
r10521452,n6815808830,4
r10521452,n7083115488,5
r10521452,n7057184319,6
r10521452,n7098748083,7
r10521452,n7083191189,8
r10521452,n7052162373,9
r10521452,n7057184316,10
r10521452,n7057184314,11
r10521452,n7083191188,12
r10521452,n7098748082,13
r10521452,n7098748081,14
r10521452,n7057184311,15
r10521452,n7057184310,16
r10521452,n7098748080,17
r10521452,n7052162371,18
r10521452,n7098748079,19
r10521452,n7098748078,20
r10628610,n7160556546,1
r10628610,n7160556544,2
r10628610,n7160556543,3
r10628610,n7160556542,4
r10628610,n7160556541,5
r10628611,n7160556553,1
r10628611,n7160556551,2
r10628611,n7160556550,3
r10628611,n7160556549,4
r10628611,n7160556548,5
r10628611,n7160556547,6
r10628716,n7058499895,1
r10628716,n7160672813,2
r10628716,n7058185550,3
r10628716,n7160672812,4
r10628716,n7160672811,5
r10628716,n7160672810,6
r10628716,n7066086755,7
r10628716,n7160672809,8
r10628716,n7066086754,9
r10628716,n7066086753,10
r10628716,n7160672808,11
r10628717,n7160672818,1
r10628717,n7066086749,2
r10628717,n7066086748,3
r10628717,n7160672817,4
r10628717,n7160672816,5
r10628717,n7160738666,6
r10628717,n7160738665,7
r10628717,n7066086746,8
r10628717,n7160672815,9
r10628717,n7160672814,10
r10628717,n7058499897,11
r10628717,n7058499896,12
r10628855,n7058185550,1
r10628855,n7160672812,2
r10628855,n7160672811,3
r10628855,n7066086755,4
r10628855,n7160672809,5
r10628855,n7160738662,6
r10628855,n7066086754,7
r10628855,n7066086753,8
r10628855,n7160672808,9
r10628856,n7160672818,1
r10628856,n7066086748,2
r10628856,n7160672817,3
r10628856,n7066086747,4
r10628856,n7160738667,5
r10628856,n7160738666,6
r10628856,n7160738665,7
r10628856,n7066086746,8
r10628856,n7160738664,9
r10647545,n7167642501,1
r10647545,n7167642500,2
r10647545,n7167642497,3
r10647545,n7167642498,4
r10647545,n7167642499,5
r10647545,n7167642509,6
r10647546,n7167642509,1
r10647546,n7167642508,2
r10647546,n7167642507,3
r10647546,n7167642506,4
r10647546,n8863568319,5
r10647546,n7167642504,6
r10647546,n7167642503,7
r10647546,n7167642502,8
r10647594,n7167707752,1
r10647594,n7167707751,2
r10647594,n7167642498,3
r10647594,n7167642499,4
r10647594,n7167642509,5
r10647595,n7167707755,1
r10647595,n7167642508,2
r10647595,n7167642507,3
r10647595,n7167642506,4
r10647595,n7167707754,5
r10647595,n7167707753,6
r10647735,n7167781668,1
r10647735,n7054593072,2
r10647735,n7167781667,3
r10647735,n7054593071,4
r10647735,n7054593070,5
r10647735,n7167781666,6
r10647735,n7054593069,7
r10647735,n7054593068,8
r10647735,n7167781676,9
r10647736,n7167781676,1
r10647736,n7167781675,2
r10647736,n7167781674,3
r10647736,n7167781673,4
r10647736,n7167781672,5
r10647736,n7054593065,6
r10647736,n7054593063,7
r10647736,n7054593064,8
r10647736,n7167781671,9
r10647736,n7054593062,10
r10647736,n7167781670,11
r10647736,n7167781669,12
r10651883,n7170470249,1
r10651883,n7170470247,2
r10651883,n7170470246,3
r10651883,n7170470245,4
r10651884,n7170470260,1
r10651884,n7170470252,2
r10651884,n7170470251,3
r10651884,n7170470250,4
r10651974,n7170486853,1
r10651974,n7170486852,2
r10651974,n7170486851,3
r10651974,n7170486850,4
r10651974,n7170486849,5
r10651975,n7170486858,1
r10651975,n7170486856,2
r10651975,n6938343085,3
r10651975,n7066057006,4
r10651975,n7170486854,5
r10651975,n7066057005,6
r10653424,n7171335591,1
r10653424,n7171335590,2
r10653424,n7171335589,3
r10653424,n7171335588,4
r10653424,n7171335587,5
r10653424,n7171335586,6
r10653424,n7171335585,7
r10653424,n6902638988,8
r10653425,n7077935897,1
r10653425,n7171335595,2
r10653425,n7171335594,3
r10653425,n7171335593,4
r10653560,n7171384785,1
r10653560,n7171370584,2
r10653560,n7171370583,3
r10653560,n7171370582,4
r10653560,n7171370581,5
r10653560,n8866958391,6
r10653560,n7066057012,7
r10653561,n7171384789,1
r10653561,n7171384788,2
r10653561,n7171384787,3
r10653561,n7171384786,4
r10653806,n7078189937,1
r10653806,n6902638988,2
r10653806,n7171428177,3
r10653806,n7171428176,4
r10653807,n7171428180,1
r10653807,n7171428179,2
r10653982,n7058499899,1
r10653982,n7171567239,2
r10653982,n7171567238,3
r10653982,n7171567237,4
r10653982,n7171567236,5
r10653982,n7171567235,6
r10653982,n7171567234,7
r10653983,n7171567240,1
r10653983,n6815808834,2
r10653983,n7058185549,3
r10669274,n7183549117,1
r10669274,n7183549116,2
r10669274,n7183549115,3
r10669274,n7183549114,4
r10669275,n7060277177,1
r10669275,n7183549121,2
r10669275,n7183549120,3
r10669275,n7183549119,4
r10669275,n7171567240,5
r10669275,n7058225062,6
r10670068,n7184140910,1
r10670068,n7184140909,2
r10670068,n7167707751,3
r10670068,n7167642498,4
r10670068,n7184140917,5
r10670069,n7184140917,1
r10670069,n7167642508,2
r10670069,n7167642507,3
r10670069,n7184140915,4
r10670069,n7184140914,5
r10670069,n7184140913,6
r10670069,n7184140912,7
r10670069,n7184140911,8
r10670069,n7184140910,9
r10670149,n7184205213,1
r10670149,n7184205212,2
r10670149,n7184205211,3
r10670149,n7184205210,4
r10670149,n7184205209,5
r10670149,n7184205208,6
r10670150,n7184205220,1
r10670150,n7184205218,2
r10670150,n7184205217,3
r10670150,n7184205216,4
r10670150,n7184205215,5
r10670150,n7184205214,6
r10672694,n7187396851,1
r10672694,n7187396850,2
r10672694,n7187396849,3
r10672694,n7187396848,4
r10672694,n7187396847,5
r10672694,n7187396845,6
r10672695,n7187396856,1
r10672695,n7187396854,2
r10672695,n7187396853,3
r10672695,n7187396852,4
r10672695,n7187396851,5
r10676980,n7190927833,1
r10676980,n7190927832,2
r10676980,n7190927831,3
r10676980,n7190927830,4
r10676980,n7190927829,5
r10676981,n7190927838,1
r10676981,n7190927837,2
r10676981,n7190927836,3
r10676981,n7190927835,4
r10676981,n7190927834,5
r10677070,n7190993879,1
r10677070,n7190993877,2
r10677070,n7190993876,3
r10677070,n7190993875,4
r10677070,n7190993874,5
r10677071,n7190993884,1
r10677071,n7190993883,2
r10677071,n7190993882,3
r10677071,n7190993881,4
r10677071,n7190993880,5
r10677133,n7191121581,1
r10677133,n7191121580,2
r10677133,n7191121579,3
r10677133,n7191121578,4
r10677134,n7187396856,1
r10677134,n7187396854,2
r10677134,n7191135686,3
r10677134,n7187396853,4
r10677134,n7191135685,5
r10677134,n7191121584,6
r10677134,n7191121583,7
r10677134,n7191121582,8
r10677514,n7191232917,1
r10677514,n7191232915,2
r10677514,n7191232914,3
r10677514,n7191232913,4
r10677514,n7191232912,5
r10677514,n7191232911,6
r10677515,n7191232920,1
r10677515,n7191232919,2
r10677515,n7191232918,3
r10677515,n7191232917,4
r10677689,n7191438555,1
r10677689,n7191438554,2
r10677689,n7191438553,3
r10677689,n7190993875,4
r10677689,n7190993874,5
r10677690,n7190993884,1
r10677690,n7190993882,2
r10677690,n7191438558,3
r10677690,n7191438557,4
r11527160,n7191232917,1
r11527160,n7833549603,2
r11527161,n7833549607,1
r11527161,n7833549604,2
r11527425,n7833694093,1
r11527425,n7833694092,2
r11527426,n7833549607,1
r11527426,n7833694097,2
r11527426,n7833694096,3
r11527426,n7833694095,4
r11529095,n7834718787,1
r11529095,n7834718785,2
r11529096,n7834704383,1
r11529096,n7834704384,2
r11529223,n7833694095,1
r11529223,n7190993874,2
r11529224,n7190993884,1
r11529224,n7834785518,2
r11529224,n7833694095,3
r11529403,n7834816425,1
r11529403,n7834816424,2
r11529404,n7833694093,1
r11529404,n7834816426,2
r11529697,n7052994964,1
r11529697,n7834873583,2
r11529698,n7834978086,1
r11529698,n7834873584,2
r11531743,n7835761637,1
r11531743,n7835761636,2
r11531743,n7835761635,3
r11531743,n7834873583,4
r11531744,n7834978086,1
r11531744,n7835761642,2
r11531744,n7835761638,3
r11531744,n7835761641,4
r11531744,n7835761640,5
r11531811,n7835784410,1
r11531811,n7834873583,2
r11531812,n7834978086,1
r11531812,n7835784412,2
r11531812,n7835761642,3
r11531812,n7052340407,4
r11531812,n7835784411,5
r11531969,n7835819029,1
r11531969,n7835819028,2
r11531969,n7835819027,3
r11531970,n7835819033,1
r11531970,n7835819032,2
r11531970,n7835819031,3
r11531970,n7835819030,4
r11532198,n7835899828,1
r11532198,n7835899827,2
r11532198,n7835899826,3
r11532198,n7060486567,4
r11532199,n7835899829,1
r11532199,n7835899830,2
r11532199,n7835899831,3
r11532199,n7835899832,4
r11532305,n7835947937,1
r11532305,n7835947935,2
r11532305,n7835947934,3
r11532305,n7835899828,4
r11532305,n7060486567,5
r11532306,n7835947939,1
r11532306,n7835947938,2
r11532306,n7835947937,3
r11532428,n7836077591,1
r11532428,n7836077590,2
r11532428,n7836077589,3
r11532428,n7836077588,4
r11532428,n7836077587,5
r11532428,n7836077586,6
r11532428,n7836077585,7
r11532429,n7836077593,1
r11532429,n7058225062,2
r11532429,n7836077592,3
r11532535,n7836121081,1
r11532535,n7836121079,2
r11532535,n7836121078,3
r11532536,n7160556546,1
r11532536,n7836121077,2
r11532536,n7836121076,3
r11532536,n7836121075,4
r11532536,n7836121074,5
r11535714,n7837854401,1
r11535714,n7837854399,2
r11535714,n7054593054,3
r11535714,n7054593052,4
r11535714,n7054593051,5
r11535714,n7056277277,6
r11535714,n7837854398,7
r11535714,n7837854397,8
r11535715,n7837854396,1
r11535715,n7056277272,2
r11535715,n7054593077,3
r11535715,n7837854395,4
r11538369,n7839982486,1
r11538369,n7839982686,2
r11538369,n7839982785,3
r11538369,n7839982685,4
r11538370,n7839982885,1
r11538370,n7839982587,2
r11538370,n7839982786,3
r11538537,n7839982786,1
r11538537,n7840094085,2
r11538538,n7840094286,1
r11538538,n7840094285,2
r11538538,n7840094185,3
r11538774,n7840247685,1
r11538774,n7840247786,2
r11538774,n7839982885,3
r11538774,n7840247785,4
r11539468,n7840697490,1
r11539468,n7840676797,2
r11539468,n7840697489,3
r11539468,n7840094085,4
r11539469,n7840690991,1
r11539469,n7840676799,2
r11539469,n7839982587,3
r11539469,n7840690990,4
r11539469,n7840676798,5
r11539469,n7840247685,6
r11539582,n7840790285,1
r11539582,n7840790185,2
r11539583,n7840790286,1
r11539583,n7840790387,2
r11539649,n7834978086,1
r11539649,n7840850688,2
r11539649,n7840850687,3
r11539649,n7840862585,4
r11539650,n7840850689,1
r11539650,n7840862887,2
r11539785,n7841011319,1
r11539785,n7841011318,2
r11539785,n7841011317,3
r11539785,n7841011316,4
r11539786,n7841011324,1
r11539786,n7841011323,2
r11539786,n7841011322,3
r11539786,n7841011321,4
r11539786,n7841011320,5
r11543109,n7842766286,1
r11543109,n7842766285,2
r11543110,n7841011319,1
r11543110,n7842767186,2
r11543110,n7842767185,3
r11543110,n7842766486,4
r11543110,n7842766585,5
r11543110,n7842766287,6
r11543110,n7842767187,7
r11543161,n7842852287,1
r11543161,n7842852485,2
r11543161,n7842852286,3
r11543161,n7841011324,4
r11543161,n7066086752,5
r11543161,n7842766285,6
r11543162,n7841011319,1
r11543162,n7066086748,2
r11543217,n7842905585,1
r11543217,n7842905485,2
r11543217,n7841011320,3
r11543218,n7841011319,1
r11543218,n7842905486,2
r11543218,n7842905586,3
r11543218,n7842905685,4
r11543565,n7843272285,1
r11543565,n7843256286,2
r11543565,n7843272185,3
r11543565,n7160556546,4
r11543565,n7840850689,5
r11543566,n7843272486,1
r11543566,n7843272685,2
r11543566,n7843264988,3
r11543566,n7843264787,4
r11543883,n7835761637,1
r11543883,n7843525386,2
r11543883,n7835761636,3
r11543883,n7843525385,4
r11543883,n7843525285,5
r11543883,n7834978086,6
r11543883,n7843524986,7
r11543883,n7843524985,8
r11543884,n7840850689,1
r11543884,n7843525886,2
r11543884,n7843525885,3
r11543884,n7835784411,4
r11543884,n7843525286,5
r11543884,n7843525585,6
r11544385,n7843928085,1
r11544385,n7843927986,2
r11544385,n7843927985,3
r11544386,n7843927987,1
r11544386,n7843928385,2
r11544386,n7843928285,3
r11544386,n7843928086,4
r11544386,n7843928185,5
r11544468,n7844053286,1
r11544468,n7844053285,2
r11544468,n7843927987,3
r11544469,n7843927987,1
r11544469,n7844053385,2
r11544469,n7844054485,3
r11548460,n7847553385,1
r11548460,n7847553386,2
r11548461,n7847553387,1
r11548461,n7847553585,2
r11548461,n7847553485,3
r11555783,n7855287160,1
r11555783,n7855287159,2
r11555783,n7855287158,3
r11555783,n7855287157,4
r11555783,n7855287156,5
r11555783,n7855287155,6
r11555784,n7855287166,1
r11555784,n7855287161,2
r11555784,n7855287162,3
r11555784,n7855287164,4
r11555926,n7855330730,1
r11555926,n7855330728,2
r11555926,n7855330729,3
r11555926,n7855287155,4
r11555927,n7855287166,1
r11555927,n7855330735,2
r11555927,n7855330734,3
r11555927,n7855330733,4
r11555927,n7855330732,5
r11569013,n7840697490,1
r11569013,n7839982785,2
r11569013,n7840676797,3
r11569013,n7839982685,4
r11569013,n7840697489,5
r11569328,n7866306485,1
r11569328,n7066312420,2
r11569328,n7866306285,3
r11569329,n7866306685,1
r11569329,n7866306386,2
r11569329,n7866306286,3
r11569442,n7855287160,1
r11569442,n7866467386,2
r11569442,n7866467385,3
r11569442,n7843927987,4
r11569443,n7866467486,1
r11569443,n7866467585,2
r11569443,n7866467485,3
r11572893,n7869419886,1
r11572893,n7869420085,2
r11572893,n7869419985,3
r11572893,n7056274249,4
r11572894,n7869420186,1
r11572894,n7869420285,2
r11572894,n7869420086,3
r11572894,n7083218796,4
r11572894,n7083218794,5
r11573878,n7869930987,1
r11573878,n7869930986,2
r11573878,n7869930487,3
r11573878,n7869930985,4
r11573878,n7869930486,5
r11578620,n7873450886,1
r11578620,n7082416538,2
r11578620,n7873450885,3
r11578620,n7055596704,4
r11578620,n7873450785,5
r11578620,n7873450686,6
r11578621,n7873450985,1
r11578621,n7873450786,2
r11578621,n7873445787,3
r11580509,n7843928085,1
r11580509,n7875553958,2
r11580509,n7875553957,3
r11580509,n7875553956,4
r11580509,n7875553955,5
r11580510,n7875553960,1
r11580510,n7875553959,2
r11580510,n7843928185,3
r11580546,n7875553960,1
r11580546,n7875631032,2
r11580546,n7055596716,3
r11580546,n7055596715,4
r11580546,n7875631031,5
r11580547,n7875553958,1
r11580547,n7875631030,2
r11580547,n7875553957,3
r11580547,n7875631029,4
r11580547,n7875553955,5
r11581066,n7876023215,1
r11581066,n7876023214,2
r11581066,n7876023213,3
r11581066,n7876023212,4
r11581066,n7875631029,5
r11581066,n7875553956,6
r11581066,n7875553955,7
r11581067,n7875553960,1
r11581067,n7875631032,2
r11581067,n7875553959,3
r11581067,n7876023218,4
r11581067,n7876023217,5
r11581067,n7876023216,6
r11581114,n7843928085,1
r11581114,n7055596711,2
r11581114,n7876057937,3
r11581114,n7876057936,4
r11581115,n7876057941,1
r11581115,n7876057940,2
r11581115,n7083218807,3
r11581115,n7843928185,4
r11581527,n7876367206,1
r11581527,n7876367205,2
r11581527,n7876367204,3
r11581527,n7855287164,4
r11581528,n7855287160,1
r11581528,n7855287157,2
r11581528,n7876367210,3
r11581528,n7876367209,4
r11581528,n7876367208,5
r11581691,n7876448806,1
r11581691,n7876448805,2
r11581691,n7844053286,3
r11581691,n7876448804,4
r11581691,n7855287164,5
r11581692,n7855287160,1
r11581692,n7844054485,2
r11581692,n7876448808,3
r11581692,n7876448807,4
r11581770,n7876565394,1
r11581770,n7876565392,2
r11581770,n7876565393,3
r11581770,n7876565391,4
r11581771,n7058023900,1
r11581771,n7876565395,2
r11581771,n7876565394,3
r11581796,n7869419886,1
r11581796,n7876580885,2
r11581796,n7876580785,3
r11581797,n7876580788,1
r11581797,n7876580787,2
r11581797,n7876580786,3
r11581797,n7876580985,4
r11581820,n7876590802,1
r11581820,n7876565393,2
r11581820,n7876590801,3
r11581820,n7066239480,4
r11581820,n7058023894,5
r11581821,n7876590808,1
r11581821,n7876590807,2
r11581821,n7876590806,3
r11581821,n7876590805,4
r11581821,n7876590804,5
r11581840,n7876632887,1
r11581840,n7876632886,2
r11581840,n7876633085,3
r11581840,n7876632985,4
r11581840,n7876632885,5
r11581840,n7052366504,6
r11581840,n7876580785,7
r11581841,n7876580788,1
r11581841,n7055596703,2
r11581841,n7876580786,3
r11581841,n7876580885,4
r11581841,n7876633086,5
r11581841,n7876633185,6
r11581876,n7066239483,1
r11581876,n7876565393,2
r11581876,n7876590801,3
r11581876,n7876641853,4
r11581876,n7876565391,5
r11581877,n7876590808,1
r11581877,n7066654379,2
r11581877,n7876590807,3
r11581877,n7876590806,4
r11581877,n7876641855,5
r11581877,n7876590805,6
r11581877,n7876641854,7
r11581877,n7066239484,8
r11583590,n7876367206,1
r11583590,n7878317885,2
r11583590,n7878315786,3
r11583590,n7876367205,4
r11583590,n7878317586,5
r11583590,n7878317785,6
r11583590,n7876367204,7
r11583590,n7855287155,8
r11583591,n7855287166,1
r11583591,n7878290488,2
r11583591,n7876367210,3
r11583591,n7876367209,4
r11583591,n7878317585,5
r11583591,n7876367208,6
r11583652,n7855287160,1
r11583652,n7855287159,2
r11583652,n7878348885,3
r11583652,n7878348685,4
r11583652,n7876057937,5
r11583652,n7876057936,6
r11583653,n7876057941,1
r11583653,n7878348686,2
r11583653,n7055596709,3
r11583653,n7055596707,4
r11583653,n7855287164,5
r11583701,n7843928085,1
r11583701,n7878395385,2
r11583701,n7878384486,3
r11583701,n7844053286,4
r11583702,n7878395785,1
r11583702,n7878395586,2
r11583702,n7878395585,3
r11583702,n7843928085,4
r11583898,n7844053286,1
r11583898,n7878542186,2
r11583898,n7855287164,3
r11583899,n7855287160,1
r11583899,n7855287159,2
r11583899,n7878542187,3
r11583899,n7844054485,4
r11588594,n7855287166,1
r11588594,n7855330735,2
r11588594,n7855330734,3
r11588594,n7881213885,4
r11588594,n7881213785,5
r11588594,n7876057937,6
r11588594,n7876057936,7
r11588595,n7876057941,1
r11588595,n7881213886,2
r11588595,n7855330729,3
r11588595,n7855287155,4
r11588860,n7881343985,1
r11588860,n7875631029,2
r11588860,n7875553956,3
r11588860,n7881343885,4
r11588860,n7875553955,5
r11588861,n7875553960,1
r11588861,n7875631032,2
r11588861,n7881344086,3
r11588861,n7881343886,4
r11588963,n7881452686,1
r11588963,n7881452486,2
r11588963,n7881452485,3
r11588964,n7881452788,1
r11588964,n7881452787,2
r11588964,n7881452786,3
r11588964,n7881452487,4
r11589208,n7847553485,1
r11589208,n7881639186,2
r11589208,n7881639385,3
r11589208,n7881639285,4
r11589208,n7881639185,5
r11589208,n7876580788,6
r11589209,n7881639585,1
r11589209,n7881639187,2
r11589209,n7881639485,3
r11589209,n7078451675,4
r11589209,n7078451674,5
r11591908,n7884163084,1
r11591908,n7884163083,2
r11591908,n7884163082,3
r11591909,n7884215689,1
r11591909,n7884215688,2
r11591909,n7884215687,3
r11591909,n7884215686,4
r11591909,n7884163084,5
r11592005,n7884296059,1
r11592005,n7884296058,2
r11592005,n7884296057,3
r11592005,n7884296056,4
r11592005,n7884163083,5
r11592005,n7884296055,6
r11592005,n7884163082,7
r11592006,n7884215689,1
r11592006,n7884296062,2
r11592006,n7884296060,3
r11592006,n7884296061,4
r11592062,n7884343662,1
r11592062,n7884343661,2
r11592062,n7884343660,3
r11592063,n7884343665,1
r11592063,n7884343663,2
r11592119,n7058023900,1
r11592119,n7066654379,2
r11592119,n7058023899,3
r11592119,n7876590807,4
r11592119,n7876590806,5
r11592119,n7884348009,6
r11592119,n7876641855,7
r11592119,n7876590805,8
r11592120,n7876565393,1
r11592120,n7876590801,2
r11592120,n7066239480,3
r11592120,n7876641853,4
r11592120,n7066654372,5
r11592120,n7876565391,6
r11592210,n7054917917,1
r11592210,n7054917916,2
r11592210,n7055147059,3
r11592210,n7843927985,4
r11592210,n7057928794,5
r11592210,n7057928793,6
r11592210,n7057928792,7
r11592210,n7884438889,8
r11592210,n7884438888,9
r11592211,n7884438897,1
r11592211,n7884438895,2
r11592211,n7884438894,3
r11592211,n7884438893,4
r11592211,n7847553385,5
r11592211,n7884438892,6
r11592211,n7884438891,7
